show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;imdb_rating;imdb_vote
140;Movie;Amar Akbar Anthony;Manmohan Desai;Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Shabana Azmi, Neetu Singh, Parveen Babi, Nirupa Roy, Pran, Jeevan, Yusuf Khan, Mukri, Nasir Hussain, Kamal Kapoor, Hercules, Shivraj, Pratima Devi, Moolchand, Vishal Desai, Master Ravi, Baby Sabina, Master Tito, Helen, Nadira, Madhumati, Ranjeet, Tom Alter, Tyrone Aviet, Gulshan, Jullian, Maqsood, Surendra Rahi, Rana, Kedarnath Saigal;India;31/12/2019;1977;TV-14;172 min;Action, Comedy, Drama, Music;Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. Theyre reunited as adults when, by coincidence, they all give blood at the same hospital.;7,5;7491
141;TV Show;Watership Down;Martin Rosen, John Hubley;John Hurt, Richard Briers, Michael Graham Cox, John Bennett, Ralph Richardson, Simon Cadell, Terence Rigby, Roy Kinnear, Richard OCallaghan, Denholm Elliott, Lynn Farleigh, Mary Maddox, Zero Mostel, Harry Andrews, Hannah Gordon, Nigel Hawthorne, Clifton Jones, Derek Griffiths, Michael Hordern, Joss Ackland, Michelle Price;United Kingdom;23/12/2018;2018;TV-PG;1 Season;Animation, Adventure, Drama, Thriller;A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.;7,6;35145
142;Movie;Kung Fu Hustle;Stephen Chow;Stephen Chow, Xiaogang Feng, Wah Yuen, Zhihua Dong, Danny Kwok-Kwan Chan, Tze-Chung Lam, Siu-Lung Leung, Qiu Yuen, Kai-Man Tin, Kang Xi Jia, Hark-On Fung, Shengyi Huang, Suet Lam, Cheung-Yan Yuen, Chi Ling Chiu, Xing Yu, Yibai Zhang, Si Lu Ren, Xiaolong Ding, Ming Ming Zhang, Oliver Wong, Kai Shi Chen, Wellson Chin, Wen Hui He, David Hung, Billy Ma, Hao Tian Yuan, Min-Hun Fung, Nang Yang, Chao Xia Liu, Jessica Gee-George;Hong Kong, China, United States;01/04/2020;2004;R;99 min;Action, Comedy, Fantasy;Sing, a mobster in 1940s China, longs to be as cool as the formally clad Axe Gang, a band of killers who rule Hong Kong, but can only pretend.;7,7;132600
143;Movie;Paradise Lost;Dan Riba;Kevin Conroy, Susan Eisenberg, Carl Lumbly, George Newbern, Michael Rosenbaum, Susan Sullivan, Robert Englund, John Rhys-Davies, Jason Marsden, Serena Berman, Lauri Fraser, Jan Rabson;United States;29/09/2018;2018;TV-MA;111 min;Animation, Action, Adventure, Drama, Family, Fantasy, Mystery;A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.;7,6;635
144;Movie;City of Joy;Roland Joff?;Patrick Swayze, Om Puri, Pauline Collins, Shabana Azmi, Ayesha Dharker, Santu Chowdhury, Imran Badsah Khan, Art Malik, Nabil Shaban, Debatosh Ghosh, Suneeta Sengupta, Mansi Upadhyay, Shyamanand Jalan, Shyamal Sengupta, Rudraprasad Sengupta, Baroon Chakaborty, Masood Akhtar, Loveleen Mishra, Pawan Malhotra, Anashua Majumdar, Dipti Dave, Aloke Roychoudhury, Siv Sankar Banerjee, Aloknanda Datta, Chakradhar Jena, Sunil Mukherjee, Chetna Jalan, Ravi Jhankal, Debraj Ray, Charu Bala Chokshi, Durba Datta, Tamal Ray Chowdhury, Sanjay Pathak, Anjan Dutt, Debasish Banerjee, Swatilekha Sengupta, Sami Ahmad, Chhotu Bhai, Rana Mitra, Siddharth Roy, Monu Mukherjee, John Nair, Subrata Sensharma, Sujan Mukherjee, Satya Banerjee, Paresh Ghosh, Saran Chatterjee, Gouri Sankar Panda, Sudip Banerjee, Kajal Chaudhury, Iftekhar, Chitra Sen, Keira Malik, Tim Faraday, Sam Wanamaker;France, United Kingdom;07/09/2018;2018;TV-MA;77 min;Drama;Women whove been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.;6,5;5078
145;Movie;Dragonheart: A New Beginning;Doug Lefler;Christopher Masterson, Harry Van Gorkum, Rona Figueroa, Matt Hickey, Henry O, Tom Burke, Robby Benson, Ken Shorter, John Woodnutt, Lubomir Misak, Karin Haydu, Peter Hric, Imrich Strunar, Gust˜v Kyselica, Vladimir Oktavec, Anthony ODonnell, Vlado Durdðk, Stano Satko, Roman Jankovic, Peter Olgyay, Vladimir Furdo Furdik;United States;01/01/2020;2000;PG;84 min;Action, Adventure, Comedy, Family, Fantasy;This sequel introduces Draco the dragons offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.;4,6;4652
146;Movie;Chalte Chalte;Aziz Mirza;Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah, Jayshree T., Rajeev Verma, Lillete Dubey, Johnny Lever, Jameel Khan, Suresh Menon, Haidar Ali, Suresh Bhagwat, Dinyar Tirandaz, Masood Akhtar, Govind Khatri, Aafaq, Gagan Gupta, Satish Nagpal, Sushmita Daan, Gil Mansukhani, Arun Verma, Arun Singh, Athar Nawaaz, Kamini Khanna, Mukesh Ahuja, Vishwajeet Pradhan, Naveen Bawa, Ashish Kapoor, Howard Rosemeyer, Bobby Darling, Vani Tripathi, Juhi Jawaid, Meghna Malik, Madhavi Chopra, Daljit Kaur Soundh, Aditya Pancholi;India;01/07/2018;2003;TV-14;166 min;Drama, Romance;Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love.;6,6;15028
147;TV Show;The Staircase;;Michael Peterson, David Rudolf, Ron Guerette, Martha Ratliff, Orlando Hudson, Clayton Peterson, Todd Peterson, Margaret Ratliff, Tom Maher, Bill Peterson, Freda Black, Jim Hardin, Arthur Holland, Patricia Peterson, Candace Zamperini, Caitlin Atwater, Bettye Blackwell, Lori Campbell, Kellie Colgan, Margie Fargo, Shirley Ferrell, Charlene Gill, Keith Hall, Paul Harrison, Kristen Lyon Jones, Ann Pennington, Tonia Rogers, David Saacks, Richard Sarratt, Julia Sims, Kerry Sutton, Tim Palmbach, Becky Peterson, Henry Lee, Faris Bandak, Guy Seaberg, Werner Spitz, Jack Peterson, Vinnie Politan, Deborah Radisch, Tracey Cline, Joseph Neff, Dorian Peterson, Billie Allen, Mary Allen, Cheryl Appel-Schumacher, Amybeth Berner, Josh Carton, Jean Casarez, Duane Deaver;France;08/06/2018;2018;TV-MA;1 Season;Documentary, Crime, Drama;Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope.;7,9;20586
148;Movie;Phir Bhi Dil Hai Hindustani;Aziz Mirza;Shah Rukh Khan, Juhi Chawla, Johnny Lever, Paresh Rawal, Haidar Ali, Smita Jaykar, Neena Kulkarni, Bharti Achrekar, Mona Ambegaonkar, Suresh Bhagwat, Sheeba Chaddha, Dilip Joshi, Bharat Kapoor, Shakti Kapoor, Jaswir Kaur, Sanjay Mishra, Chettan Motiwalla, Govind Namdeo, Vishwajeet Pradhan, Kamya Punjabi, Sharat Saxena, Mahavir Shah, Satish Shah, Sundeep Sharma, Dalip Tahil, Chandrakant Thakkar;India;01/04/2018;2000;TV-14;159 min;Comedy, Drama, Musical, Romance;In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other.;6,2;7300
149;Movie;Scooby-Doo on Zombie Island;Jim Stenstrum;Scott Innes, Billy West, Mary Kay Bergman, Frank Welker, B.J. Ward, Adrienne Barbeau, Tara Strong, Cam Clarke, Jim Cummings, Mark Hamill, Jennifer Leigh Warren, Ed Gilbert;United States;15/12/2019;1998;TV-PG;77 min;Animation, Adventure, Comedy, Family, Fantasy, Mystery;When Daphnes TV show does a segment on real monsters, the gang fires up the Mystery Machine and heads to Moonscar Island, where zombies await.;7,8;13501
150;TV Show;Under Arrest;;;Canada;01/02/2018;2016;TV-MA;8 Seasons;Crime;Cameras follow police officers as they solve crimes, assist the public and arrest lawbreakers in this reality series.;7,3;296
151;Movie;Bewafaa;Dharmesh Darshan;Anil Kapoor, Akshay Kumar, Kareena Kapoor, Sushmita Sen, Shamita Shetty, Manoj Bajpayee, Supriya Pathak, Kabir Bedi, Nafisa Ali, Beneka, Cote Jean Charles, Supriya Karnik, Goolshan Mazdiasni, Sudhir Mittu, Nilofar, Navneet Nishan, Raj Premi, Guy Letourneau, Melia Morgan, Gregory Terlecki, Shawn Zimmerman;India;21/07/2019;2005;TV-PG;149 min;Drama, Romance;A young woman faces pressure to marry her brother-in-law, after her sister dies while giving birth. But shes secretly in love with someone else.;4,4;2460
152;TV Show;Laws of Attraction;Peter Howitt;Pierce Brosnan, Julianne Moore, Michael Sheen, Parker Posey, Frances Fisher, Nora Dunn, Heather Ann Nurnberg, Johnny Myers, Mike Doyle, Allan Houston, Annie Ryan, Vincent Marzello, Sara James, John Discepolo, Annika Pergament, Marc Turtletaub, Gordon Sterne, Brette Taylor, Brendan Morrissey, Elva Crowley, David Wilmot, David Pearse, Nuala Kelly, Liz Byrne, David Kelly, Peter Ballance, Des Fleming, James McClatchie, Sara Gilbert, Nick Hardin, Brian ONeill, Sarah Manson, Olivia Page, Sean Brosnan, Trevor Fehin, Glenn Gannon, Adam Goodwin, Nelly Henrion, Peter Howitt, Sinead C. Kavanagh, Lyn Lorken, Kiva Murphy, Rachel Rath, Claire Michelle Scally, Kreeta Taponen, Gerry Wade;Ireland, United Kingdom, Germany, United States;16/10/2017;2012;TV-14;1 Season;Comedy, Romance;Four couples ? a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views ? weather ups and downs.;5,9;22810
153;Movie;Kya Kehna;Kundan Shah;Preity Zinta, Saif Ali Khan, Chandrachur Singh, Anupam Kher, Farida Jalal, Rajeev Verma, Deven Verma, Mamik Singh, Rita Bhaduri, Navneet Nishan, Reema Lagoo, Vikas Anand, Manoj Bakshi, Nivedita Bhattacharya, Suresh Chatwal, Rohitash Gaud, Daisy Irani, Honey Irani, Amit Mistry, Puneet Vashisht;India;01/04/2018;2000;TV-PG;149 min;Drama, Romance;A young university students world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.;5,9;2028
154;Movie;Khalnayak;Subhash Ghai;Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Rakhee Gulzar, Anupam Kher, Ramya Krishnan, Pramod Moutho, Sushmita Mukherjee, A.K. Hangal, Neena Gupta, Mangal Dhillon, Ali Asgar, Sudhir Dalvi, Ahmad Ansari, Arun Bali, Anand Balraj, Banjara, Balli Grover, Harshavardhan, Navtej Hundal, Ranjit Indori, Muni Jha, Sudarshan Khurana, Sunil Mehta, Aloka Mukherjee, Prakash Parekh, Kumar Parvesh, Jagdish Punjabi, Vijay Kumar Puri, Manu Raj, Anil Rajput, Siddharth Randeria, Devendra Randhawa, Vinod Raut, Anil Saxena, Nazir Shaikh, Hansdev Sharma, Pritam Sharma, Gopi Shinde, Siddharth, Daljit Singh, T.S. Tarana, Arun Verma, Sunder Verma, Sunil Shende, Subhash Ghai, Dinyar Tirandaz;India;01/03/2018;1993;TV-14;170 min;Action, Adventure, Crime, Drama, Thriller;A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriends reputation.;7,2;3172
155;Movie;Jimi Hendrix;Joe Boyd, John Head, Gary Weis;Arthur Allen, Albert Allen, Stella Benabon, Eric Barrett, Paul Caruso, Eric Clapton, Billy Cox, Frankie Crocker, Monika Dannemann, Jenifer Dean, Alan Douglas, Germaine Greer, Harold Parker, Pat Hartley, Al Hendrix, Mick Jagger, Linda Keith, Eddie Kramer, Buddy Miles, Mitch Mitchell, Juggy Murray, Little Richard, Fayne Pridgon, Lou Reed, Juma Sutan, Pete Townshend, Charles Washington, Jimi Hendrix, Noel Redding;United States;01/11/2019;1973;R;102 min;Documentary, Biography, Music;Jimi Hendrixs family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.;7,8;1670
156;Movie;Beyond the Clouds;Michelangelo Antonioni, Wim Wenders;Fanny Ardant, Chiara Caselli, Ir?ne Jacob, John Malkovich, Sophie Marceau, Vincent Perez, Jean Reno, Kim Rossi Stuart, In?s Sastre, Peter Weller, Marcello Mastroianni, Jeanne Moreau, Enrica Antonioni, Carine Angeli, Alessandra Bonarotta, Laurence Calabrese, Tracey Caligiuri, Herv? D?calion, John-Emmanuel Gartmann, Sherman Green, Veronica Lazar, Suzy Lorraine, Cesare Luciani, Muriel Mottais, Bertrand Peillard, Sara Ricci, Sophie Semin, Sabry Tchal Gadjieff, Giulia Urso, Frere Jean-Philippe Revel, Frere Daniel Bourgeois, Andrea Solmi;France, Germany, Italy;10/08/2018;2018;TV-14;120 min;Drama, Romance;A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.;6,5;5710
157;Movie;Chitty Chitty Bang Bang;Ken Hughes;Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fr?be, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Dor?, Bernard Spear, Stanley Unwin, Peter Arne, Desmond Llewelyn, Victor Maddern, Arthur Mullard, Ross Parker, Gerald Campion, Felix Felton, Monti DeLyle, Totti Truman Taylor, Larry Taylor, Max Bacon, Max Wall, John Heawood, Michael Darbyshire, Kenneth Waller, Gerald Taylor, Eddie Davis, Robert Arditti, Vic Armstrong, Michael Audreson, Theo Aygar, John Baskcomb, Roy Beck, Jimmy Berriman, Eunice Black, Bill Brandon, Daniel Brown, Phil Collins, Tim Condren, Sadie Corre, John Corrie, John Crocker, Cyril Cross, Dan Darnelli, Gabrielle Daye, Liz English, Ernest Fennemore, Harry Fielder, Henry Gibson, Gary Graham, Carson Green, Kay Hamilton, Miranda Hampton, Robert Jenner, Nigel Kingsley, Teddy Kiss Atom, George Leech, Jim Machin, Mary Maxfield, Connel Miles, Roy Murray, Grace Newcombe, Dickie Owen, Paul Phillips, Dido Plumb, Colin Rix, Jessie Robins, Joseph Ross, Peter Ross, Janette Rowsell, John Ruddock, Hugh Spight, Ian Spofforth, Reg Thomason, Margot Travers, Rosetta Tropea, Richard Wattis, Jeannette Wild, Bob Wright;United Kingdom, United States;01/01/2020;1968;G;146 min;Adventure, Family, Fantasy, Musical;Quirky inventor Caractacus Potts and his family travel in their magical flying car to Vulgaria, a kingdom strangely devoid of children.;6,9;43147
158;Movie;Swami;Basu Chatterjee;Shabana Azmi, Girish Karnad, Utpal Dutt, Dheeraj Kumar, Vikram Makandar, Shashikala, Deepak Kumar, Ritu Kamal, Preeti Ganguli, Sudha Shivpuri, Vinita Dutt, Suresh Chatwal, Dharmendra, Hema Malini;India;31/12/2019;1977;TV-PG;123 min;Drama;After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice.;6,5;215
159;Movie;Sahara;Breck Eisner;Jude Akuwudike, Mark Aspinall, Rakie Ayola, Christopher Bello, Nicholas Beveney, Empotoe Bosage, Robert Cavanah, Pen?lope Cruz, Clint Dyer, Matthew Flynn, Paulin Fodouop, Ouahbou Houcine, Emmanuel Ighodaro, Lennie James, Maurice Lee, Delroy Lindo, Daniel Njo Lob?, William H. Macy, Francis Magee, Patrick Malahide, Thierno Amath Mbaye, Matthew McConaughey, Femi Ogunbanjo, Eddie Osei, Nathan Osgood, Lahcen Ouezgane, Robert Paterson, Abdul Salis, Tosin Sanyalo, Christopher Saul, Billy Seymour, Mark Springer, Glynn Turman, Celestine Vita, Mark Wells, Lambert Wilson, Rainn Wilson, Steve Zahn, Gary Bunn, Nina Aimer Fox, Daniel Jude Gennis, Shane Pinson;United Kingdom, France, Germany, Spain, United States;12/05/2017;2017;TV-Y7;86 min;Action, Adventure, Comedy;When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.;6;95299
160;Movie;Elaan;Guddu Dhanoa;Akshay Kumar, Amrish Puri, Madhoo, Farida Jalal, Dalip Tahil, Deven Verma, Mohnish Bahl, Mohan Joshi, Rami Reddy, Sulabha Arya, Dinesh, Ankush Mohite, Rumi Jaffery, John, Satish Kaul, Achyut Potdar, Subbiraj;India;01/04/2017;1971;TV-14;143 min;Action, Crime, Thriller;Journalist Naresh is hired to probe illegal activities on an island. When hes captured, a fellow prisoner gives him a ring with magic powers.;5,4;883
161;Movie;Hera Pheri;Priyadarshan;Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu, Om Puri, Gulshan Grover, Kulbhushan Kharbanda, Mukesh Khanna, Asrani, Razak Khan, Kashmira Shah, Sulabha Arya, Mushtaq Khan, Dinesh Hingoo, Rajeev Mehta, Sharad Sankla, Namrata Shirodkar, Jaydutt Vyas, Snehal Dabi, Anna Edwards, Maqsood;India;31/12/2019;1976;TV-14;156 min;Action, Comedy, Crime, Drama;The bond between two crooks and best friends is threatened when one learns that the others father had a hand in his own tragic past.;8,2;62106
162;Movie;Socha Na Tha;Imtiaz Ali;Abhay Deol, Ayesha Takia, Ayesha Jhulka, Apoorva Jha, Rati Agnihotri, Sandhya Mridul, Sohrab Ardeshir, Manish Chaudhari, Lushin Dubey, Kamlesh Gill, Anamika Goel, Vijay Maurya, Suresh Oberoi, Salim Shah, Mahru Sheikh, Shakti Singh, Raj Zutshi;India;01/07/2018;2005;TV-14;137 min;Comedy, Drama, Romance;An arranged marriage becomes a friendship for Viren and Aditi, who arent in love ? until they begin having unexpected feelings for each other.;7,4;7569
163;Movie;Howards End;James Ivory;Vanessa Redgrave, Helena Bonham Carter, Joseph Bennett, Emma Thompson, Prunella Scales, Adrian Ross Magenty, Jo Kendall, Anthony Hopkins, James Wilby, Jemma Redgrave, Ian Latimer, Samuel West, Mary Nash, Siegbert Prawer, Susie Lindeman, Nicola Duffett, Mark Tandy, Andrew St. Clair, Anne Lambton, Emma Godfrey, Duncan Brown, Iain Kelly, Atalanta White, Gerald Paris, Allie Byrne, Sally Geoghegan, Paula Stockbridge, Bridget Duvall, Lucy Freeman, Harriet Stewart, Tina Leslie, Mark Payton, David Delaney, Mary McWilliams, Barbara Hicks, Rodney Rymell, Luke Parry, Antony Gilding, Peter Cellier, Crispin Bonham-Carter, Patricia Lawrence, Margery Mason, Jim Bowden, Alan James, Jocelyn Cobb, Peter Darling, Terence Sach, Brian Lipson, Barr Heckstall-Smith, Simon Callow, Claire Driver, Robin Johnson;United Kingdom, Japan;16/03/2017;1992;PG;143 min;Drama, Romance;When a husband, acting in his familys best interest, does not accept his wifes deathbed wish, providence dictates that he pay for his duplicity.;7,4;30602
164;TV Show;Mystery Science Theater 3000;;Kevin Murphy, Trace Beaulieu, Jim Mallon, Michael J. Nelson, Frank Conniff, Joel Hodgson, Mary Jo Pehl, Bill Corbett, Patrick Brantseg, Alexandra Carr, Paul Chaplin, J. Elvis Weinstein, Bridget Jones, Beez McKeever, Peter Rudrud, Bradley J. Keely, Nathan Molstead, Timothy Scott, Barb Tebben, Faye Burkholder, Jim Smith, Robert Czech, Jef Maynard, Eli Kenneth Mallon, Daniel Breyer, Ralph Smith, Linda Smith, Crist Ballas, Christopher Wurst, Mike Dodge, Jack Beaulieu, Brent Peterson, Tom McKeever, Amy Kane, David Sussman, Ben Mooers, Robert Smith, Nick Prueher, Tim Paulson, Helena Espinosa, Dan Tanz, Kelly Schrandt, Ben Bakken, Andrea Jackson DuCane, Ari Hoptman, Katie Johnson, Mikey Johnson, Anne Kleinschmidt, Joe Kleinschmidt, Marie Kleinschmidt;United States;15/03/2018;1999;TV-14;1 Season;Comedy, Sci-Fi;Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies theyre forced to watch in these classic MST3K episodes.;8,5;23746
165;TV Show;Gunslinger Girl;;Yuka Nanri, Hidenobu Kiuchi, Laura Bailey, John Burgmeier, Mitsuru Miyamoto, Hiroshi Shimozaki, Eric Vale, Kanako Mitsuhashi, Eri Sendai, Luci Christian, Caitlin Glass, Ami Koshimizu, Makoto Tomita, Alesa Watson, Hiroshi Yanaka, Masami Iwasaki, Troy Baker, Mark Stoddard, Masashi Ebara, Norihiro Inoue, Rie Nakagawa, Takeshi Maeda, Dameon Clarke, Jim Foronda, Cynthia Cranz, Hitomi Terakado, Monica Rial, Christopher Sabat, Kent Williams, Yuichi Tsuchiya, Mike McFarland, Mamiko Noto, Sh?ichi Ikeda, Risa Mizuno, Masashi Hirose, Eisuke Tsuda, Tetsuo Komura, Chisa Yokoyama, Har? Kaneko, Shintar? Sonooka, David Stroh, Stephanie Young, Phil Parsons, Ashley Gonzales, Robert McCollum, Brina Palencia, Ch?, Keny? Horiuchi, K?ji Ishii, Hitoshi Nishimura;Japan;;2008;TV-14;2 Seasons;Animation, Action, Drama, Sci-Fi;On the surface, the Social Welfare Agency appears to help orphaned schoolgirls, but its actually turning them into lethal agents.;7,4;2155
166;Movie;Richard Pryor: Live in Concert;Jeff Margolis;Richard Pryor, Patti LaBelle, Huey P. Newton, Jennifer Lee Pryor;United States;01/12/2016;1979;TV-MA;79 min;Documentary, Comedy;Richard Pryors classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target ? himself.;8,1;4919
167;TV Show;Love Me or Leave Me;Charles Vidor;Doris Day, James Cagney, Cameron Mitchell, Robert Keith, Tom Tully, Harry Bellaver, Richard Gaines, Peter Leeds, Claude Stroud, Audrey Young, John Harding, Dorothy Abbott, Jay Adler, John Alban, Mal Alberts, Don Anderson, Veda Ann Borg, Paul Bradley, Chet Brandenburg, Ralph Brooks, Benny Burt, Claire Carleton, Steve Carruthers, Robert Carson, Dick Cherney, Bud Cokes, Gene Coogan, Jean Corbett, Joan Corbett, Jimmy Cross, John Daheim, John Damler, Walt Davis, Robert Dix, Helene Drake, James Drury, Minta Durfee, Roy Engel, Franklyn Farnum, Charles Ferguson, Dick Gordon, Charles Hagen, Bill Hickman, Mauritz Hugo, Michael Kostrick, Henry Kulky, Mike Lally, Bill Lee, Marco Lopez, Robert Malcolm, Alan Marston, Philo McCullough, Paul McGuire, Frank McLure, Harold Miller, Michele Montau, Patti Nestor, Howard Parker, Joe Pasternak, John Pedrini, Henry Randolph, Thurl Ravenscroft, Barry Regan, Otto Reichow, Cosmo Sardo, Phil Schumacher, Charles Sherlock, Dick Simmons, Max Smith, Winona Smith, Robert R. Stephenson, Bob Stevens, Larri Thomas, Dale Van Sickel, Wally Walker, Shirley Wilson, Herbert Winters;United States;01/11/2016;2012;TV-14;1 Season;Biography, Drama, Music, Romance;When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn.;7,1;4015
